,0,1
0,3.6981857,3.669236
1,3.6845317,3.7376447
2,3.7745216,3.7225306
3,3.768188,3.719012
4,3.6876323,3.7672408
5,3.7198966,3.7469647
6,3.7247565,3.7476387
