,0,1
0,1699.3749,1645.7975
1,1618.6198,1669.8352
2,1621.5953,1743.3196
3,1695.2891,1647.8304
4,1639.8838,1692.5619
5,1686.6332,1613.2605
6,1677.207,1725.6705
