,0,1
0,3.5482965,3.4893072
1,3.534715,3.5773215
2,3.646057,3.5525553
3,3.5366423,3.6264143
4,3.5619712,3.4904938
5,3.639502,3.4680593
6,3.5260482,3.4970033
